,Rate,Comment
14883,5,perfect
14884,5,Good
14885,5,Awesome!!!
14886,5,Best DSLR for beginners at reasonable price.
14887,5,superb
14888,5,amazing
14889,5,good product
14890,5,Good
14891,5,"good product, easy to handle by beginers"
14892,5,very nice camera
14893,5,fast and satisfy
14894,5,superb at this range
14895,5,Nice product camera in this price.but battry backup is very bad only maximum 3 hours
14896,5,amazing
14897,5,good camera for beginners on this price
14898,5,miss you
14899,5,Good entry level camera
14900,5,camera is very very good and pictures quality is good
14901,5,good for newbie's
14902,5,good product
14903,5,Good clearity
14904,5,Good product
14905,5,"Awesome.
Got this product for 15000 during flash sale..
Great for beginners."
14906,5,Its a great product for simple Photoshoot
14907,5,Amazing product
14908,5,Superb camera for beginners.
14909,5,Gud
14910,5,"Awesome camera 👌👌👌
Good for beginners"
14911,5,Nice Camera Happy Filling
14912,5,"Awesome camera, i love it"
14913,5,"after three month of use I'm writing my feedback...

it's best camera for personal using,(I'm not a professional photographer)
it's little light wait but it's awesome..

go for it"
14914,5,awesome camera
14915,5,gd...
14916,5,A well enough entry level dslr .... value for money ....but lags an on off button
14917,5,Awesome For Beginners
14918,5,Good one
14919,5,for starting good dslr
14920,5,nice image
14921,5,good
14922,5,Awesome product..so nice packing and camera is worth of money...recommend for buy the same..i got it at just Rs.19999
14923,5,mast product
14924,5,nice product
14925,5,all over good product
14926,5,it's is basic so it's for starters
14927,5,value for money
14928,5,nice
14929,5,"only for beginers
not for professionals
just good
not very good"
14930,5,very nice it's packing also very good but the delivery timing is too late product is in Prestain condition
14931,5,nycc love you
14932,5,superb for learners and beginner's
14933,5,fine for starters
14934,5,nice
14935,5,superb
14936,5,better one
14937,5,good
14938,5,mind blowing ❤️❤️❤️🥰🥰
14939,5,Excellent Camera. Must buy!!
14940,5,good
14941,5,excellent 😉
14942,5,best product in this cost
14943,5,nice products
14944,5,good
14945,5,very good quality with memory card and battery and lence. good for biginners
14946,5,Nice one.......
14947,5,super
14948,5,nice products
14949,5,Very nice product . but u buy with big zoom lance
14950,5,Good for beginners & Budget friendly product must buy it .
14951,5,Good product but flesh is not good
14952,5,Thank you flpkart for fasted delivery my order DSLR camara .
14953,5,very good product for beginner
14954,5,Good
14955,5,I get this cam at lowest price 16200 on big bilayan day sale.. This is a good bignar Camara..
14956,5,Nice product
14957,5,It take awesome.
14958,5,excellent quality in this price osm bettry service best for bloggers
14959,5,very happy with camera.....
14960,5,Nice product
14961,5,wows 🥰🥰🥰😘😘😘😎😎😎🤗🤗🤗 very good product I like❤❤❤❤❤❤ all flipkart team👫👫👫
14962,5,superb product I brought it for 18k
14963,5,Very good camera
14964,5,very good product
14965,5,Good
14966,5,excellent product
14967,5,great camera for beginners
14968,5,It's beautiful...
14969,5,Love this
14970,5,Awesome enjoying it
14971,5,Best camera I am so happy
14972,5,"best camera for 16000
really volue for money
best photo quality"
14973,5,Great experience...
14974,5,awesome.......
14975,5,excellent DSLR for begineers.
14976,5,i'm lovin it
14977,5,very nice
14978,5,oasm man
14979,5,its awsome.. perfect for new users ..
14980,5,good product at such price.
14981,5,best camera in this Budget
14982,5,good
14983,5,Awesome👏✊👍 camera📷 loved it value for money🤑💸💵💴💶💰💳
14984,5,"excellent, iam so happy😊😊👍🌹🥰"
14985,5,Great product.... at such a discounted price.... thnx flipkart and canon...
14986,5,I am happy ...
14987,5,Good.... happy to get it !
14988,5,nice cam
14989,5,Good work
14990,5,fantastic camera for beginners.. i like it so much.. thanks to flipcart...
14991,5,super product
14992,5,"best product, deleveried before the date, got product in very carefully box. thank you flifcart."
14993,5,looking nice performance is good... sum options not available.. but good
14994,5,excellent 😍😍
14995,5,Excellent camera for begineer
14996,5,nyc
14997,5,love it
14998,5,good
14999,5,worth price and nice
15000,5,excellent camera with great features.
15001,5,great
15002,5,awesome
15003,5,I love it
15004,5,Awesome product
15005,5,good
15006,5,"awesome canon ! I've been getting this for 10 days.There is no mess yet.The quality of the camera is good.Flipkart parking is also very convenient.This is the camera for beginners.I got it for Rs 19,000.It has a 18-55 meter lens,chargers adapter cable,warranty card with canon package,user manual,bag and safe strap.love it...."
15007,5,really osm camera
15008,5,Best Purchase till now 💕💕
15009,5,"Nice product, I received on time."
15010,5,Excellent budget camera. Must buy this product.
15011,5,good product
15012,5,Good
15013,5,good
15014,5,good
15015,5,Awesome product best for first users i love it
15016,5,Nice Product
15017,5,superb product....
15018,5,@16k it's a wonderful buy for the begginers
15019,5,it doesn't contains the auto focus mode but image quality is good u cant do much in 18 to 55 mm lens rather u hv to buy a 55 to 250 mm lens as required to zoom in object more peculiarly
15020,5,"I bought this for 17k , for this price range it is very good camera... (by Ranjitha)"
15021,5,aweome...
15022,5,worth the price...
15023,5,Very good product...
15024,5,very nice. amazing camera. and I purchased only on 16200. very nice. go for it
15025,5,really good
15026,5,good
15027,5,Excellent
15028,5,nice tnx flipkart
15029,5,it's awesome
15030,5,wonderful
15031,5,value for money
15032,5,good quality I'm happy
15033,5,awesome
15034,5,thanks for flipkart i am buying in 17218 rupees grt product but confusing in using because i am a beginner
15035,5,This is a very good camera at this price range
15036,5,"awesome product, value for money."
15037,5,good product
15038,5,best
15039,5,Very nyc good product in low budget
15040,5,Awesome deal from flipkart
15041,5,nice camera
15042,5,good
15043,5,its amazing product for new photographer in low price. great clearity more function and rough and tough for use.
15044,5,Great camera for a great price. Pictures are just superb..
15045,5,"EXCELLENT PRODUCT FOR BEGINNERS.
GREAT AT THIS PRICE RANGE."
15046,5,superb
15047,5,nice product
15048,5,amazing camera
15049,5,good DSLR camera ....
15050,5,So good
15051,5,good
15052,5,Amazing Product
15053,5,value for money
15054,5,i like it very nice looking
15055,5,Just go for it.
15056,5,good camera at this price range.
15057,5,Best camera at this price.
15058,5,this is ossm
15059,5,In love with the camera
15060,5,awesome
15061,5,for new start its a great experience... i like it! 😊
15062,5,In 1 word awasome
15063,5,very good
15064,5,nice
15065,5,nice camera
15066,5,A very good product.I liked it very much.Thanks for the Flipkart to deliver it on time as committed with the said stuff
15067,5,nice y
15068,5,good
15069,5,Super camera
15070,5,best for beginners
15071,5,I'm very happy to purchase this product. its genuine and good performance in this range of amount
15072,5,Best camera for Beginners
15073,5,Good product
15074,5,Very nice product delivered on time. And packaging was very good.
15075,5,"very nice camera
& Thanx filpkart"
15076,5,nice
15077,5,awesome product ..thank you flipkart
15078,5,awesome experience..
15079,5,niceeeeee
15080,5,"Excellent photography shoots by camera,"
15081,5,better
15082,5,Liked very much
15083,5,very good for beginners. but one on off switch necessary
15084,5,good product for value of money
15085,5,good for beginner best dslr
15086,5,very good camera
15087,5,good camera. nice pic quality.
15088,5,excellent camera and fast delivery
15089,5,Best for beginners. Kudos to flipkart for early delivery.
15090,5,Best at this price.Genuine product delivered.
15091,5,"very nice DSLR in this price range,good for beginners.
just awesome product by canon,go get it."
15092,5,good..
15093,5,Good camera for bigener
15094,5,Nice Product
15095,5,suprb....
15096,5,as an amateur I would say Good Camera.
15097,5,"nice product
a perfect dslr for beginners
you can't expect groundbreaking images from this dslr but it does its job..& also buy 50mm f1.8 for portrait photography 😊"
15098,5,super
15099,5,good camera for beginners .Easy to use against the likes of nikon .
15100,5,basic photography level satisfied
15101,5,nice camera
15102,5,good product
15103,5,good product nice working but lcd display is not good
15104,5,nice product
15105,5,good
15106,5,good
15107,5,awsum product.It is my first camera nd itnm quiet easy to use thnx flipkart.
15108,5,nice product
15109,5,"Almost perfect for beginners, has no disadvantage at this price, buy a 50mm lens for it & it does a great job, perfect for social media & casual shooting, just go for it"
15110,5,Just a canon lover❤️❤️❤️Best entry level DSLR ❤️❤️❤️and these are the sample shot without edit😊😊and the quality is perfect ❤️❤️
15111,5,nice
15112,5,superB
15113,5,nye
15114,5,good
15115,5,It is easy to use for a beginner and pictures are also well quality
15116,5,good
15117,5,very nice camera
15118,5,"fantastic,outstanding, superb easy to &&&&&&&&&&&&&$$$$$$$$$$lovely pic❤❤💛💛💛💛💛💛💛💛💛💛💛"
15119,5,best clarity camera.....don't delay to buy..wonderful clarity
15120,5,Dream come true!! Thanks Flipkart!!
15121,5,"nice product, good"
15122,5,thanks you canon
15123,5,good product
15124,5,good product thanks for flipkart
15125,5,"gud cam
love it
gud for beginners"
15126,5,its super and very good performance
15127,5,awesome product....
15128,5,"nice
and
Best Shopping my life"
15129,5,Best DSLR in low price range for beginners
15130,5,good one
15131,5,nice for the basic
15132,5,Such a good camera👌👌👌
15133,5,Awesome camera.
15134,5,Nice camera
15135,5,not to say much I literally loved it
15136,5,It's amazing
15137,5,simply awsm I get this in 17k
15138,5,wow!! how wonderful..... very excited for a tour and take photos
15139,5,"excellent product, it's an entry level dslr, value for money and worthy"
15140,5,Perfect dslr for beginner
15141,5,Great camera for beginners ♥️
15142,5,I Like Thise Product ...Lowest Price
15143,5,nice camera
15144,5,nice camera
15145,5,this is excellent
15146,5,superb 👌
15147,5,"good picture compatibility .. good exposure ,perfect camera in its segment , best price .thank you flipkart"
15148,5,"Excellent product in low price. I got this only in 17,999. Best DSLR in low budget. Thanks CANON & FLIPKART."
15149,5,simply best at this range. 📷📷📷
15150,5,Beauty
15151,5,good
15152,5,osm ❤🥂
15153,5,Excellent Product...
15154,5,value for money thanks Flipkart
15155,5,Good one
15156,5,Nice
15157,5,It's simply awesome ❤
15158,5,ok
15159,5,Awesome
15160,5,My first dslr😍
15161,5,Genuine product. Nice for beginners.
15162,5,great camera for beginners
15163,5,Good product... value for many...
15164,5,good
15165,5,very good camera
15166,5,very nice camera for beginners
15167,5,"Nice Camera, like it"
15168,5,nice product it's good Budget camera
15169,5,just started
15170,5,nice camera
15171,5,nice
15172,5,very very very very nice and awesome camera for professional photo graphy
15173,5,very good
15174,5,"Excellent, thank you flipkart. nice deal"
15175,5,awesome camera good dslr for low price
15176,5,Awesome
15177,5,good....verygood
15178,5,"Good camera and fast delivery. You Can go for it
With yongnuo 50 1.8f"
15179,5,supr cam
15180,5,Good
15181,5,Nice photography it camon eso 3000d camera..
15182,5,SUPER
15183,5,"Very Good product
Thank you Flipkart"
15184,5,Nice product
15185,5,very good item.i like it. wonderful product 👍👍👌
15186,5,super
15187,5,good looking and smart camera
15188,5,excellent
15189,5,super bro TQ flipkart
15190,5,"Nest camera in this price segment. i got it at 15200 during dipawali 2019 sell. and believe me, at this price range,all u r getting is more than just worth.
15-55 lence is ok ok... not too good but performs its work.
overall dont hesitate to go for it if you want to perfom simple photography."
15191,5,nice
15192,5,Its good but if they given cover for that tjen its nice
15193,5,nice camera
15194,5,nice product
15195,5,its a good product
15196,5,"good camera, delivery service quite satisfied"
15197,5,Excellent 👍
15198,5,excellent product
15199,5,Good Quality products. Thanks flipkart
15200,5,best DSLR In price
15201,5,amazing performance
15202,5,Good product
15203,5,best deliverd
15204,5,"parfect product, genuine quality.thaks to flipcurt."
15205,5,Nice product for beginners. Recommended to others.
15206,5,good
15207,5,nice product in this price range
15208,5,well its amazing ..i lyk it
15209,5,"I got the Cannon 3000D with the 18-55mm and 50mm lenses at 22K. Delighted with this product and at this price range, this is an outstanding deal. Flipkart delivery was awesome! 5 stars for both the product and for Flipkart delivery."
15210,5,nice for beginners
15211,5,"nice photo..& good WiFi .
tq Flipkart"
15212,5,nice camera
15213,5,it's amazing DSLR for beginners
15214,5,Very nice thank you flipkart
15215,5,best camera ever in this budget 📸
15216,5,good
15217,5,love it..
15218,5,Best
15219,5,Didn't use much since I bought but seems amazing camera. i am in luv with Canon
15220,5,"Awesome camera
Best for beginers"
15221,5,nice shots
15222,5,good
15223,5,nice
15224,5,cool ❤️🍪
15225,5,worst delivery service but camera is well
15226,5,Flipkart very nice product thank you
15227,5,good
15228,5,very good product
15229,5,Bset DSLR camera
15230,5,Very good product & time to delivered thanks to filpkart...
15231,5,thank you Flipkart thank you so much...♥️
15232,5,Good camera
15233,5,"Awesome camera, we liked it very much, got it for 17,000/- on big billion days"
15234,5,super
15235,5,wow pic 🙆‍♂🙆‍♂🙆‍♂
15236,5,Awesome product....Canon😍
15237,5,just amazing.. awesomely... packing... my 1st Dslr.. love it... thanks flipkart..
15238,5,Very good..
15239,5,nice camera
15240,5,Awesome product... thank you very much flipkart...
15241,5,osm camera
15242,5,Awesome camera over our expectations
15243,5,Fantastic dslr in low budget!!!
15244,5,Nice camera for beginner
15245,5,The product is excellent in this segment
15246,5,tooo good its really worthble to money
15247,5,nice product
15248,5,it's the best product.canon eos 3000d.
15249,5,I like it.. family function.. visiting place.. outdoor out-of station.. I like it..
15250,5,for the given price one if the best device.
15251,5,"really awesome and satisfied in this price, special thanks to flipkart to give us the offer in big billion days. thanks for supporting the customers."
15252,5,nice camera
15253,5,This is my first DSLR experience. Quite satisfied with the performance.
15254,5,best product in best prise good canon eos 3000d DSLR
15255,5,Nice pic cemera
15256,5,very nice
15257,5,very nice
15258,5,super product
15259,5,good for this price
15260,5,it is great product at low price
15261,5,good camera.... i love it
15262,5,Feel happy
15263,5,good for beginners at this price range..
15264,5,great product
15265,5,Great Dslr for beginners.
15266,5,very good product best dslr
15267,5,Value for money
15268,5,Good product under this price range.... Look is premium... Very handy for use... Also picture quality is also rich
15269,5,fabulous..... thank you flip kart
15270,5,Nice product.......Thank you flipcart?????
15271,5,super Camera 😎😎😍😍😘😘
15272,5,wow that's amazing
15273,5,nice camera....Your 1st time used dslr.. this is Best camera..
15274,5,best products
15275,5,best entry-level dslr
15276,5,very good DSLR in low price
15277,5,"good product, nice pick"
15278,5,this is good product
15279,5,good
15280,5,good quality
15281,5,wroth it nice product for this price
15282,5,good quality
15283,5,nice
15284,5,very good
15285,5,good quality camera ... worth for money..
15286,5,super
15287,5,I'm very satisfied with this product
15288,5,superb for learning
15289,5,as per entry level DSLR its better for me in all aspects.
15290,5,super Canon cemra
15291,5,super...
15292,5,good camera for beginners and also good Price
15293,5,I was planning to get this from so long and at this price is like gem. sharing some sample pictures which i have clicked in portrait mode. Highly recommended.
15294,5,Very nice product... Love it..
15295,5,Good for budget and for beginners
15296,5,nice good working
15297,5,good quality. fast delivery. love it
15298,5,cool product 🔥👍🔥👍
15299,5,it's perfect ..
15300,5,good products
15301,5,very nice camera nice picture and nice cameras beginners
15302,5,awesome product value of money
15303,5,"Memory card not used but camera great..
usefull..."
15304,5,"The packaging was awesome...from flipcart
but delivery is too late...
the camera performance us good for learners ..
good quality images.."
15305,5,Very good product thank you flipkart
15306,5,Best DSLR for beginers
15307,5,nice images for camera only one problem for video no quality
15308,5,awesome
15309,5,budget buy camera.... I got it during big billion days @ 14680... good for the beginners....
15310,5,picture quality is good. excellent super
15311,5,"i bought it at 16999 , its really nice dslr in 17k."
15312,5,nice prodect
15313,5,Awsam Dslr for this Price
15314,5,very nice
15315,5,I am happy...
15316,5,best camera for the beginner... best product at this price.. I like this camera very much....
15317,5,vary good product
15318,5,awesome product for beginners
15319,5,awesome product
15320,5,nice product good quality
15321,5,excellent product
15322,5,good product
15323,5,Best budget dslr..... Love it....
15324,5,Very Good product
15325,5,Just fav product
15326,5,best
15327,5,"Before ordering, I was worried that there might not be a duplicate product. but really this is a loot deal, purchased this Dslr at only rs.15999
thanks, seller, and Flipkart"
15328,5,simply superb
15329,5,very nice ❤
15330,5,It's very nice camera
15331,5,I am happy
15332,5,good
15333,5,Good quality
15334,5,"great timing to reach my product...
thanks.."
15335,5,I love this camera wonderful
15336,5,"Best DSLR in budget..for beginners
delivered as seen in the app"
15337,5,Awesome
15338,5,awesome camera and happy with the delivery
15339,5,"low budget camera, good for beginners"
15340,5,Fantabulous......contrast is awesome
15341,5,I am fully satisfied with this product in this price. Thanks to Flipkart.
15342,5,nice and genuine delivery
15343,5,"Excellent Camera, got it for a good price during big billion day. Thanks to Flipkart."
15344,5,"good camera,at it's cost."
15345,5,Good one
15346,5,nice
15347,5,"tq tq tq so much flipcart..great service .product is tooo good ..go for it ,mindblowing dslr camera"
15348,5,Good for beginners 😍😍👍👍👍
15349,5,excellent delivery service.. best DSLR camera forever.thanks flipkart
15350,5,Very good quality
15351,5,nice camera for beginners and picture quality is also good.
15352,5,"Best service, delivery person humble wait until I reached to collect the product"
15353,5,much better...
15354,5,good
15355,5,It's Great Actually.
15356,5,Very nice product maja agya
15357,5,good
15358,5,"Buying bigbillion day just 16999 aswm Good cost, good quality,very good for learning"
15359,5,best for beginers
15360,5,best
15361,5,Superb
15362,5,supper
15363,5,got this dual lens at RS20000 at bigbillion amazing quality. best for budget.
15364,5,"Awsome product , nicely packed. Recommended."
15365,5,superbe.....awesome
15366,5,So good
15367,5,I'm loving it
15368,5,super...
15369,5,its awesome product thanks flipkart for fast delivery
15370,5,Amazing camera and packaging was great
15371,5,"delivery is good,,camera bag is not good"
15372,5,good nice camera.
15373,5,"powli... powli..... it's just a basic camera and easy to handle. we can see Manual, Automatic, potrate, night potrate etc.. in this camera."
15374,5,amazing 👌👌👌
15375,5,canon is a superb camara quality image is a good
15376,5,superb product 💓
15377,5,Good job by flipkart fast delivery and awesome product Fliplart never disappointed me👍
15378,5,Excellent quality 🥰😘😘😘
15379,5,Great quality..... great pic and nice product..
15380,5,Osm...camera
15381,5,economic range nice DSLR
15382,5,Best quality this camera I like it......
15383,5,Good........ ...
15384,5,awesome product thanks to Flipkart
15385,5,It's awesome.... good features.... attractive....looking fabulous...
15386,5,Very nice camara on this price
15387,5,Amazing.. but slow auto focus... 9/10 score
15388,5,Superb product.
15389,5,just awsm
15390,5,complex to use for beginners but quality wise best
15391,5,user friendly for beginner.
15392,5,BEST BUDGET DSLR LIKE IT tnkz flipkart bigbillion dayzzzzzzzzzzzzz
15393,5,under 17k this dslr camera is very good
15394,5,Awesome Camera loved it❤️❤️❤️❤️😍😘
15395,5,Maid in India good DSLR camera name 3000D
15396,5,Best DSLR in this price range also good for beginners
15397,5,A Very good product In this Price
15398,5,awesome camera ❤❤
15399,5,awesome
15400,5,gud product go for dat...? value for money.. tnx flipkart for this grt product...?? loved it..Canon love...?
15401,5,I love DSLR
15402,5,ok
15403,5,GUD
15404,5,it's fantastic product by canon and delivery also impressive...packing and delivering in proper way..Thanks Flipkart and Canon...
15405,5,very good
15406,5,FOR THE MONEY THAT I HAVE SPEND I GOT A MASTERPIECE OF ENTRY LEVEL... IT IS SOOO AWSM AND CONVIENT TO USE
15407,5,This camera is really good 📷
15408,5,it's awesome.
15409,5,"product is good.. but I think I expected more, for the price range it's the best u can go for it"
15410,5,Awsome purchase..
15411,5,Value for money.. Hats off Flipkart for selling the DSLR in such an amazing price..😁👍
15412,5,"awesome one, thank u flipkart and thank u retail-net"
15413,5,osm!!!
15414,5,Good enough
15415,5,Good product as budget
15416,5,nice
15417,5,Best camera
15418,5,good product
15419,5,I bought it 15299 during big billion sell....
15420,5,nice
15421,5,"must buy,awesome product😍😍"
15422,5,Highly Satisfied. Highly recommend
15423,5,Wonderful Camera in this price segment.
15424,5,Good product of this price but not use to remote control (cannon camera canector App not working ) for video shoot this is a weakness of this DSLR other problems not a rotede screen otherwise good product for beginners .
15425,5,"Firstly its value for money
Secondly It's the best camera to kick start the photography as an amateur
Lastly Thanks to Canon and Flipkart for on time delivery.
Thank You So much"
15426,5,very good product
15427,5,"my first dslr
this is awesome nd superb fast delivery"
15428,5,awesome. worth the money.
15429,5,The best cam for starter in the betest price
15430,5,ty
15431,5,Awesome
15432,5,VERY VERY NICE PRODUCT
15433,5,It’s great product for my budget thank you Flipkart 🤗
15434,5,Good product 👌🏼👌🏼
15435,5,Best cam for beginners and also good for photography..
15436,5,Superb pictures quality
15437,5,great for entry level photography
15438,5,very good camera at this rate.
15439,5,super nice 👌👍 👍👍 👍
15440,5,super product
15441,5,Satisfied product
15442,5,awesome camera
15443,5,nice product
15444,5,Dam cute.
15445,5,I am very happy for this camera....thank you canon and flipkart....
15446,5,Soo good 👌
15447,5,Good product...😍😍
15448,5,it really nice
15449,5,awesome
15450,5,very proud of you seller i like this camera very well. Well packed product a premium look for camera. good clarity and delivery was one later than the delivery date. Don't worry about it is fake i think so but when i got the product it is real. I will give promise it is good product. good camera for beginners
15451,5,super camera
15452,5,nice Camara
15453,5,All features are good but 3000d is not given focus light. Quality is brilliant 😉
15454,5,good
15455,5,good
15456,5,"Very good DSLR camera, specially in this price range. Image quality is very good, you can see the difference when view images in PC or Laptop."
15457,5,good
15458,5,It's a great product
15459,5,Value for money.
15460,5,Ossm product hats off to flipkart
15461,5,I'm so happy
15462,5,VERY GOOD
15463,5,nice product
15464,5,nice camera
15465,5,best Dslr for the beginners. and under best budget.
15466,5,This is awsm camera for the beginners....personally i loved it
15467,5,Excellent DSLR camera for beginners.
15468,5,perfect for beginners wonderful camera
15469,5,Nice product 😍😍
15470,5,Gifted to my daughter she liked it
15471,5,very good
15472,5,Value for money
15473,5,nice quality I used for 5 mnth. normal people can buy this I purchase this for 18500/
15474,5,nice camera
15475,5,Best dslr
15476,5,"perfect for beginners, go for it, it's a nic experience"
15477,5,latest one
15478,5,"Very good Dslr camera in this price, photos and videos are owesome."
15479,5,Good camera with great deal
15480,5,"great camera for beginners ,bought it for my father."
15481,5,thats a good one....nice product
15482,5,Super
15483,5,very good & super
15484,5,"Nice product, fast delivery. Cheapest DSLR currently available for beginners."
15485,5,very nice entry level camera
15486,5,good
15487,5,good product
15488,5,good product
15489,5,awesome product 😍 it
15490,5,for a beginners it's a good camera
15491,5,good
15492,5,Fantastic one
15493,5,happy
15494,5,very nice product...
15495,5,"must try
picture quality is awesome"
15496,5,one of the best camera to learn photography
15497,5,no memory card
15498,5,Really owsm👌👌👌
15499,5,very good
15500,5,"excellent dslr camera but major missing are on/off button
no touch screen, no lens dioptre,"
15501,5,Niice one i love it my 1st photography
15502,5,good
15503,5,excellent product
15504,5,superb product.. loved its clearity.
15505,5,Good product. Thank you flipkart
15506,5,great camera with this range brought only Rs.19999
15507,5,Good one for beginers.its awsome product
15508,5,Super.
15509,5,"it's a awesome, perfect for beginners and DSLR lover's..."
15510,5,NICE
15511,5,Its worthy good product for beginners
15512,5,"its good for beginners, gives good result, good battery life"
15513,5,"Amazing Deal when you got it for 19.3k
Amazing Pictures!! Just Loving it."
15514,5,Using since last three months and everything is fine.
15515,5,Gud looking nice product camera clarity nice lens gud battery back up gud
15516,5,good
15517,5,wow!!!! just wow!!!!...
15518,5,"Good for beginners.
It's a base camera and it has also base lens with the camera pack.
The lens zoom il very low it only cover short distance.
Anyway the camera performance is better."
15519,5,Nice camera and quick delivery. Thanks flipkart...
15520,5,best entry-level DSLR camera. value 4 money. must buy
15521,5,Rate change Everyday for this DSLR CAMERA
15522,5,best in entry level camera
15523,5,Is this camera was soo veryy good please buy this
15524,5,"Best Camera...
All range of lenses available..."
15525,5,Nice canon camera very enjoy tha all place
15526,5,"It is best for beginners , budget friendly DSLR thanks canon"
15527,5,supar
15528,5,Perfect Product for those who is a First Time User...
15529,5,Excellent
15530,5,nice.
15531,5,Nice picture capture but ZOOM issue.
15532,5,"exilant camera for beginners
the qulity of photos is too good"
15533,5,great experience but not good in manual focus.only aouto focus is doing well else view become blurred.
15534,5,GREAAAT
15535,5,Sexc product I love it
15536,5,bhai nice quality perfect for begneers
15537,5,Excellent product
15538,5,my first DSLR and having best features to start with.
15539,5,Super picture Quality..
15540,5,Working nicely
15541,5,"Thanks to Flipkart for on time delivery.

Perfect camera for beginners."
15542,5,super
15543,5,good
15544,5,Nice product..easy to use..and love the advanced features 😊👍👍fast delivery as well..over all 👍
15545,5,very nice camera
15546,5,superb at the price range dnd think jst hit the button
15547,5,excellent product
15548,5,Good camera with great features.
15549,5,Great deal👍
15550,5,gud camera
15551,5,good product. I'm enjoying really as a dslr.
15552,5,awesome product.
15553,5,best product
15554,5,nice good camera
15555,5,Excellent product
15556,5,Very good
15557,5,Good for beginners....
15558,5,lovely camera...
15559,5,just aaaaaasssssssoooooowwwmmmmm...wow...
15560,5,Superb 👌
15561,5,n ice
15562,5,Nice camera for beginners
15563,5,awesome..... I'm very happy...🥰🥰
15564,5,good but let me see for some more days
15565,5,Nice To Canon camera
15566,5,its for beginners
15567,5,nice
15568,5,"good one, keep clicking..."
15569,5,"its awesome product by canon
its really fun taking pictures with this device"
15570,5,Good product n nice one
15571,5,excellent dslr
15572,5,nic camera I love canon
15573,5,Good
15574,5,First is best
15575,5,Good
15576,5,Excellent and worthy
15577,5,Happy with my buy. Good for beginners. Not great for wildlife photography.
15578,5,Best product
15579,5,Very good in it's price range !
15580,5,good one for beginners
15581,5,Good
15582,5,good product
15583,5,"Nice camera. Light weight and easy to hold. Since I am new to photography, need to learn lot of things."
15584,5,awsome product
15585,5,awesome
15586,5,Amazing I just love this camera👌
15587,5,good/
15588,5,good
15589,5,nice product
15590,5,it is very good camera👌👌
15591,5,Excellent product by cannon.
15592,5,It’s really sooo good. I am fully satisfied with price and camera quality
15593,5,Good product thanks Flipkart
15594,5,it's awesome camera. lenses are so good. Thanks flipkart.
15595,5,Excellent camera.... with latest tech . It has also controllability to shoot wireless using mobile
15596,5,Very nice product for photography
15597,5,"Great experience, worth buying 👍"
15598,5,Fantastic camera to start with....
15599,5,Best for beginners
15600,5,awesome..
15601,5,nice
15602,5,"Grt camera, need 1more lense with it (55-250 )."
15603,5,waoo amazing quality
15604,5,sorry my mistec
15605,5,best delivery and nice camera
15606,5,worth it
15607,5,great product. got at very cheap price with Bluetooth headset.
15608,5,Nice
15609,5,nice products
15610,5,Nice
15611,5,just bought first time but seems to be an ultimate camera 😍
15612,5,I buy good camera😀
15613,5,amazing camera in this price
15614,5,"Bad product ,return rejected"
15615,5,good item
15616,5,nice camera video graphic & photography
15617,5,nice product
15618,5,owsome camera no compromise ....
15619,5,nice
15620,5,nice camera
15621,5,osm
15622,5,good price 👍
15623,5,amazing
15624,5,pretty good
15625,5,Nice product
15626,5,very nice
15627,5,"Got camera 2 days before of the actual delivery date, i liked it, thanks"
15628,5,classic set
15629,5,"Camera is fine,but Motorola Bluetooth headset is old packing materials, good delivery for flipcart"
15630,5,good
15631,5,Superb DSLR....go for it...
15632,5,nice
15633,5,Awesome product
15634,5,awesome
15635,5,nice
15636,5,nice packing and amazing product in offer moto pulse headphone .
15637,5,low price high performance this camera . i buy 16450 only. thanks for flipkart
15638,5,Genuine product
15639,5,value for money
15640,5,Product was correct and I was satisfied
15641,5,simply awesome
15642,5,Flipcart delivery was awesome and product quality is little bit on lower side
15643,5,awsome camera
15644,5,1300d is Very best 3000d is over exposure in image not buy it 3000d
15645,5,"Have some faith. Love your product. It has tremendous amount of qualities. Stop complaining about it, and, start spending time on it, with it. My technological better half.
A must to have for beginners like me. ❤️"
15646,5,very good
15647,5,Good camera
15648,5,The canon DSLR is just awesome....unbelievable
15649,5,Awesome product..
15650,5,my first dslr best dslr
15651,5,best entry level camera
15652,5,This was my first DSLR...n it's amazing....value 4 money !!!
15653,5,Best Camera in this budget
15654,5,Good one..
15655,5,Value for money
15656,5,awesome
15657,5,I got a product on before time
15658,5,great camera
15659,5,Awesome
15660,5,Happy
15661,5,My first DSLR and i bought the right one. Really liked it.
15662,5,Go for it.
15663,5,smart
15664,5,canon EOS 3000 best camera
15665,5,good
15666,5,Excellent camera
15667,5,Excellent product. Delivered on time.
15668,5,"nice delivery quick it was and
thnx flipkart"
15669,5,Awesome camera... just go for it
15670,5,I love it...
15671,5,"awesome service, quick delivery, Excellent packing conditions... most importantly at lower price..."
15672,5,my first cam ..thank you for fast delivery
15673,5,Product is excellent on this price.
15674,5,Awesome for taking the image in very short distance..
15675,5,excellent...
15676,5,Very nice
15677,5,Awesome
15678,5,overall Good
15679,5,Very Good product
15680,5,Very nice.. Packed intact.. Gud one fr beginner
15681,5,Okay okay not bad not good tq
15682,5,awesome
15683,5,Luvly 😍😍😍😍
15684,5,Best DSLR at entry level
15685,5,Nice product
15686,5,nice
15687,5,nice
